,Rainfall_Le_Croci,Rainfall_Cavallina,Rainfall_S_Agata,Rainfall_Mangona,Rainfall_S_Piero,Rainfall_Vernio,Rainfall_Incisa,Temperature_Firenze,Hydrometry_Nave_di_Rosano
1998-10-25,794.0,610.0,745.0,978.6,651.2,959.8,840.4000000000001,14.183565459610026,1.6065738161559888
1999-10-20,1133.6,833.2,950.6,1096.6,804.8,1210.0,921.0,16.35849582172702,1.519192200557103
2000-10-14,850.6,583.0,790.4000000000001,928.6,621.8000000000001,932.0,714.4,16.935793871866295,1.6971866295264624
2001-10-09,840.5999999999999,592.1999999999999,746.0,890.5999999999999,670.2,1026.8,648.2,16.11657381615599,1.2830640668523676
2002-10-04,866.0,665.2,771.5999999999999,913.6,707.4,956.6,948.8000000000001,17.26462395543175,1.539275766016713
2003-09-29,878.8,753.4000000000001,702.8,881.0,646.6,944.4,726.0,15.894568245125347,1.5252646239554315
2004-09-23,960.0,890.4,826.6,1059.6,801.0,980.2,736.0,15.891364902506965,1.4556267409470751
2005-09-18,1146.4,936.6000000000001,997.5999999999999,1246.2,948.6,1169.0,787.0,15.682033426183844,1.6015877437325905
2006-09-13,1016.8,665.6,740.8,1028.0,712.0,1014.0,774.4,17.208217270194986,1.2726183844011143
2007-09-08,945.0,626.0,776.2,938.8,772.0,986.2,583.8,16.03523676880223,1.3160445682451254
2008-09-02,1029.8000000000002,864.0,903.3999999999999,1265.4,880.5999999999999,1393.4,924.4000000000001,16.436072423398326,1.531559888579387
2009-08-28,1481.8000000000002,1074.8,1139.8,1347.6,1128.4,1478.0,963.4000000000001,15.720194986072427,1.6224512534818942
2010-08-23,1323.0,1070.8,1079.2,1320.6,1004.8,1369.6000000000001,885.2,15.659470752089137,1.613816155988858
2011-08-18,767.4,693.0,604.1999999999999,617.8,559.2,747.2,520.4000000000001,16.356685236768804,1.1945403899721447
2012-08-12,1483.0,1389.2000000000003,1293.0,1434.0,679.0,1827.8000000000002,1225.0,15.919777158774373,1.8054038997214483
2013-08-07,1523.6,1281.2,1398.4,1802.0,997.0,1687.3999999999999,1016.8000000000001,16.620055710306406,1.6862116991643454
2014-08-02,1007.6,1120.0,1013.6000000000001,1091.0,977.8000000000001,1050.8000000000002,751.4000000000001,17.657103064066852,1.4581615598885795
2015-07-28,1184.2,1042.4,1057.8,1307.2,969.6,1274.8000000000002,959.2,17.268941504178272,1.4763788300835654
2016-07-22,808.8,762.0,788.0,1070.2,807.2,1058.8,614.4,16.927715877437326,1.3575766016713091
2017-07-17,1274.6,1111.4,995.2,1487.8000000000002,1067.0,1377.8000000000002,743.2,16.78328690807799,1.5686072423398332
2018-07-12,908.4000000000001,736.6,888.0,997.8,818.8,977.2,523.1999999999999,17.427715877437326,1.341448467966574
2019-07-07,1292.0,1205.4,1032.0,1381.8000000000002,1240.2000000000003,1548.7999999999997,830.6,14.790668523676882,1.6160724233983286
