,Rainfall_Settefrati,Temperature_Settefrati,Flow_Rate_Madonna_di_Canneto
2015-07-28,523.0999999999999,13.76731843575419,261.87932164469277
2016-01-24,675.3000000000001,13.328212290502794,270.32556018156424
2016-07-22,554.8,13.315921787709499,292.51433925418996
2017-01-18,512.5,13.568435754189943,288.32265470335204
2017-07-17,865.8000000000001,14.394972067039106,259.60727174134075
2018-01-13,940.1,12.151955307262568,267.699603126257
2018-07-12,1101.6000000000001,15.667877094972068,278.2986743078213
2019-01-08,844.7,15.20949720670391,231.05691439162013
2019-07-07,617.1,14.304469273743017,257.95110344022345
2020-01-03,512.3,15.16368715083799,224.82427580670392
